Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC,,,,,
Day  ,JD  ,Month  ,State_id  ,Year  ,TAVE (F) 
27,117,4,'046719',1997,72
28,118,4,'046719',1997,67
29,119,4,'046719',1997,61
30,120,4,'046719',1997,65
1,121,5,'046719',1997,67
2,122,5,'046719',1997,69
3,123,5,'046719',1997,71
4,124,5,'046719',1997,73
5,125,5,'046719',1997,73
6,126,5,'046719',1997,76
7,127,5,'046719',1997,74
8,128,5,'046719',1997,73
9,129,5,'046719',1997,70
10,130,5,'046719',1997,69
11,131,5,'046719',1997,69
12,132,5,'046719',1997,71
13,133,5,'046719',1997,74
14,134,5,'046719',1997,68
15,135,5,'046719',1997,74
16,136,5,'046719',1997,69
17,137,5,'046719',1997,73
18,138,5,'046719',1997,66
19,139,5,'046719',1997,66
20,140,5,'046719',1997,70
21,141,5,'046719',1997,69
22,142,5,'046719',1997,70
23,143,5,'046719',1997,68
24,144,5,'046719',1997,71
25,145,5,'046719',1997,69
26,146,5,'046719',1997,69
27,147,5,'046719',1997,78
28,148,5,'046719',1997,82
29,149,5,'046719',1997,78
30,150,5,'046719',1997,81
31,151,5,'046719',1997,73
1,152,6,'046719',1997,73
2,153,6,'046719',1997,72
3,154,6,'046719',1997,69
4,155,6,'046719',1997,69
5,156,6,'046719',1997,65
6,157,6,'046719',1997,66
7,158,6,'046719',1997,68
8,159,6,'046719',1997,65
9,160,6,'046719',1997,68
10,161,6,'046719',1997,70
11,162,6,'046719',1997,72
12,163,6,'046719',1997,70
13,164,6,'046719',1997,64
14,165,6,'046719',1997,65
15,166,6,'046719',1997,70
16,167,6,'046719',1997,73
17,168,6,'046719',1997,76
18,169,6,'046719',1997,76
19,170,6,'046719',1997,77
20,171,6,'046719',1997,76
21,172,6,'046719',1997,74
22,173,6,'046719',1997,72
23,174,6,'046719',1997,70
24,175,6,'046719',1997,73
25,176,6,'046719',1997,75
26,177,6,'046719',1997,75
27,178,6,'046719',1997,74
28,179,6,'046719',1997,73
29,180,6,'046719',1997,71
30,181,6,'046719',1997,71
1,182,7,'046719',1997,77
2,183,7,'046719',1997,78
3,184,7,'046719',1997,80
4,185,7,'046719',1997,81
5,186,7,'046719',1997,79
6,187,7,'046719',1997,78
7,188,7,'046719',1997,76
8,189,7,'046719',1997,76
9,190,7,'046719',1997,76
10,191,7,'046719',1997,76
11,192,7,'046719',1997,74
12,193,7,'046719',1997,71
13,194,7,'046719',1997,72
14,195,7,'046719',1997,75
15,196,7,'046719',1997,75
16,197,7,'046719',1997,80
17,198,7,'046719',1997,77
18,199,7,'046719',1997,76
19,200,7,'046719',1997,75
20,201,7,'046719',1997,74
21,202,7,'046719',1997,73
22,203,7,'046719',1997,72
23,204,7,'046719',1997,75
24,205,7,'046719',1997,74
25,206,7,'046719',1997,74
26,207,7,'046719',1997,73
27,208,7,'046719',1997,71
28,209,7,'046719',1997,70
29,210,7,'046719',1997,70
30,211,7,'046719',1997,72
31,212,7,'046719',1997,75
1,213,8,'046719',1997,. 
2,214,8,'046719',1997,82
3,215,8,'046719',1997,86
4,216,8,'046719',1997,85
5,217,8,'046719',1997,90
6,218,8,'046719',1997,89
7,219,8,'046719',1997,85
8,220,8,'046719',1997,80
9,221,8,'046719',1997,77
10,222,8,'046719',1997,75
11,223,8,'046719',1997,72
12,224,8,'046719',1997,72
13,225,8,'046719',1997,75
14,226,8,'046719',1997,74
15,227,8,'046719',1997,78
16,228,8,'046719',1997,70
17,229,8,'046719',1997,75
18,230,8,'046719',1997,77
19,231,8,'046719',1997,80
20,232,8,'046719',1997,82
21,233,8,'046719',1997,79
22,234,8,'046719',1997,80
23,235,8,'046719',1997,83
24,236,8,'046719',1997,82
25,237,8,'046719',1997,79
26,238,8,'046719',1997,78
27,239,8,'046719',1997,80
28,240,8,'046719',1997,77
29,241,8,'046719',1997,77
30,242,8,'046719',1997,76
31,243,8,'046719',1997,79
1,244,9,'046719',1997,81
2,245,9,'046719',1997,84
3,246,9,'046719',1997,85
4,247,9,'046719',1997,88
5,248,9,'046719',1997,85
6,249,9,'046719',1997,83
7,250,9,'046719',1997,81
8,251,9,'046719',1997,82
9,252,9,'046719',1997,85
10,253,9,'046719',1997,83
11,254,9,'046719',1997,79
12,255,9,'046719',1997,76
13,256,9,'046719',1997,78
14,257,9,'046719',1997,76
15,258,9,'046719',1997,80
16,259,9,'046719',1997,80
17,260,9,'046719',1997,81
18,261,9,'046719',1997,78
19,262,9,'046719',1997,76
20,263,9,'046719',1997,72
21,264,9,'046719',1997,76
22,265,9,'046719',1997,81
23,266,9,'046719',1997,83
24,267,9,'046719',1997,83
25,268,9,'046719',1997,81
26,269,9,'046719',1997,71
27,270,9,'046719',1997,78
28,271,9,'046719',1997,78
29,272,9,'046719',1997,83
30,273,9,'046719',1997,78
1,274,10,'046719',1997,77
2,275,10,'046719',1997,76
3,276,10,'046719',1997,75
4,277,10,'046719',1997,74
5,278,10,'046719',1997,76
6,279,10,'046719',1997,73
7,280,10,'046719',1997,68
8,281,10,'046719',1997,66
9,282,10,'046719',1997,70
10,283,10,'046719',1997,. 
11,284,10,'046719',1997,67
12,285,10,'046719',1997,65
13,286,10,'046719',1997,72
14,287,10,'046719',1997,78
15,288,10,'046719',1997,79
16,289,10,'046719',1997,81
17,290,10,'046719',1997,80
18,291,10,'046719',1997,72
19,292,10,'046719',1997,71
20,293,10,'046719',1997,69
21,294,10,'046719',1997,66
22,295,10,'046719',1997,67
23,296,10,'046719',1997,67
24,297,10,'046719',1997,70
25,298,10,'046719',1997,64
26,299,10,'046719',1997,66
27,300,10,'046719',1997,63
28,301,10,'046719',1997,64
29,302,10,'046719',1997,64
30,303,10,'046719',1997,69
31,304,10,'046719',1997,71
1,305,11,'046719',1997,78
2,306,11,'046719',1997,79
3,307,11,'046719',1997,79
4,308,11,'046719',1997,74
5,309,11,'046719',1997,67
6,310,11,'046719',1997,68
7,311,11,'046719',1997,. 
8,312,11,'046719',1997,66
9,313,11,'046719',1997,64
10,314,11,'046719',1997,62
11,315,11,'046719',1997,58
12,316,11,'046719',1997,62
13,317,11,'046719',1997,57
14,318,11,'046719',1997,55
15,319,11,'046719',1997,57
16,320,11,'046719',1997,62
17,321,11,'046719',1997,58
18,322,11,'046719',1997,60
19,323,11,'046719',1997,60
20,324,11,'046719',1997,62
21,325,11,'046719',1997,62
22,326,11,'046719',1997,65
23,327,11,'046719',1997,63
24,328,11,'046719',1997,60
25,329,11,'046719',1997,62
26,330,11,'046719',1997,59
27,331,11,'046719',1997,53
28,332,11,'046719',1997,57
29,333,11,'046719',1997,55
30,334,11,'046719',1997,56
1,335,12,'046719',1997,56
2,336,12,'046719',1997,56
3,337,12,'046719',1997,56
4,338,12,'046719',1997,57
5,339,12,'046719',1997,57
6,340,12,'046719',1997,56
7,341,12,'046719',1997,55
8,342,12,'046719',1997,52
9,343,12,'046719',1997,50
10,344,12,'046719',1997,55
11,345,12,'046719',1997,57
12,346,12,'046719',1997,51
13,347,12,'046719',1997,52
14,348,12,'046719',1997,56
15,349,12,'046719',1997,56
16,350,12,'046719',1997,58
17,351,12,'046719',1997,58
18,352,12,'046719',1997,59
19,353,12,'046719',1997,56
20,354,12,'046719',1997,53
21,355,12,'046719',1997,53
22,356,12,'046719',1997,55
23,357,12,'046719',1997,53
24,358,12,'046719',1997,51
25,359,12,'046719',1997,51
26,360,12,'046719',1997,. 
27,361,12,'046719',1997,50
28,362,12,'046719',1997,57
29,363,12,'046719',1997,60
30,364,12,'046719',1997,66
31,365,12,'046719',1997,64
1,1,1,'046719',1998,64
2,2,1,'046719',1998,59
3,3,1,'046719',1998,56
4,4,1,'046719',1998,52
5,5,1,'046719',1998,47
6,6,1,'046719',1998,50
7,7,1,'046719',1998,51
8,8,1,'046719',1998,54
9,9,1,'046719',1998,55
10,10,1,'046719',1998,54
11,11,1,'046719',1998,56
12,12,1,'046719',1998,54
13,13,1,'046719',1998,58
14,14,1,'046719',1998,55
15,15,1,'046719',1998,56
16,16,1,'046719',1998,60
17,17,1,'046719',1998,60
18,18,1,'046719',1998,60
19,19,1,'046719',1998,55
20,20,1,'046719',1998,53
21,21,1,'046719',1998,54
22,22,1,'046719',1998,57
23,23,1,'046719',1998,58
24,24,1,'046719',1998,. 
25,25,1,'046719',1998,63
26,26,1,'046719',1998,60
27,27,1,'046719',1998,58
28,28,1,'046719',1998,56
29,29,1,'046719',1998,58
30,30,1,'046719',1998,56
31,31,1,'046719',1998,58
1,32,2,'046719',1998,53
2,33,2,'046719',1998,55
3,34,2,'046719',1998,54
4,35,2,'046719',1998,53
5,36,2,'046719',1998,54
6,37,2,'046719',1998,55
7,38,2,'046719',1998,52
8,39,2,'046719',1998,54
9,40,2,'046719',1998,54
10,41,2,'046719',1998,56
11,42,2,'046719',1998,57
12,43,2,'046719',1998,56
13,44,2,'046719',1998,56
14,45,2,'046719',1998,58
15,46,2,'046719',1998,54
16,47,2,'046719',1998,52
17,48,2,'046719',1998,54
18,49,2,'046719',1998,55
19,50,2,'046719',1998,54
20,51,2,'046719',1998,53
21,52,2,'046719',1998,54
22,53,2,'046719',1998,55
23,54,2,'046719',1998,55
24,55,2,'046719',1998,53
25,56,2,'046719',1998,56
26,57,2,'046719',1998,55
27,58,2,'046719',1998,56
28,59,2,'046719',1998,59
1,60,3,'046719',1998,62
2,61,3,'046719',1998,59
3,62,3,'046719',1998,60
4,63,3,'046719',1998,57
5,64,3,'046719',1998,58
6,65,3,'046719',1998,55
7,66,3,'046719',1998,54
8,67,3,'046719',1998,58
9,68,3,'046719',1998,62
10,69,3,'046719',1998,65
11,70,3,'046719',1998,69
12,71,3,'046719',1998,67
13,72,3,'046719',1998,62
14,73,3,'046719',1998,61
15,74,3,'046719',1998,62
16,75,3,'046719',1998,64
17,76,3,'046719',1998,61
18,77,3,'046719',1998,65
19,78,3,'046719',1998,64
20,79,3,'046719',1998,64
21,80,3,'046719',1998,61
22,81,3,'046719',1998,67
23,82,3,'046719',1998,69
24,83,3,'046719',1998,65
25,84,3,'046719',1998,63
26,85,3,'046719',1998,55
27,86,3,'046719',1998,58
28,87,3,'046719',1998,51
29,88,3,'046719',1998,50
30,89,3,'046719',1998,53
31,90,3,'046719',1998,51
1,91,4,'046719',1998,46
2,92,4,'046719',1998,52
3,93,4,'046719',1998,54
4,94,4,'046719',1998,49
5,95,4,'046719',1998,55
6,96,4,'046719',1998,55
7,97,4,'046719',1998,55
8,98,4,'046719',1998,58
9,99,4,'046719',1998,60
10,100,4,'046719',1998,63
11,101,4,'046719',1998,61
12,102,4,'046719',1998,57
13,103,4,'046719',1998,56
14,104,4,'046719',1998,52
15,105,4,'046719',1998,54
16,106,4,'046719',1998,56
17,107,4,'046719',1998,63
18,108,4,'046719',1998,69
19,109,4,'046719',1998,70
20,110,4,'046719',1998,73
21,111,4,'046719',1998,77
22,112,4,'046719',1998,74
23,113,4,'046719',1998,65
24,114,4,'046719',1998,. 
25,115,4,'046719',1998,63
26,116,4,'046719',1998,65
27,117,4,'046719',1998,70
28,118,4,'046719',1998,73
29,119,4,'046719',1998,72
30,120,4,'046719',1998,68
1,121,5,'046719',1998,64
2,122,5,'046719',1998,66
3,123,5,'046719',1998,66
4,124,5,'046719',1998,64
5,125,5,'046719',1998,62
6,126,5,'046719',1998,62
7,127,5,'046719',1998,60
8,128,5,'046719',1998,62
9,129,5,'046719',1998,60
10,130,5,'046719',1998,64
11,131,5,'046719',1998,59
12,132,5,'046719',1998,56
13,133,5,'046719',1998,54
14,134,5,'046719',1998,58
15,135,5,'046719',1998,61
16,136,5,'046719',1998,61
17,137,5,'046719',1998,64
18,138,5,'046719',1998,66
19,139,5,'046719',1998,65
20,140,5,'046719',1998,66
21,141,5,'046719',1998,64
22,142,5,'046719',1998,62
23,143,5,'046719',1998,65
24,144,5,'046719',1998,68
25,145,5,'046719',1998,65
26,146,5,'046719',1998,59
27,147,5,'046719',1998,60
28,148,5,'046719',1998,64
29,149,5,'046719',1998,66
30,150,5,'046719',1998,65
31,151,5,'046719',1998,66
1,152,6,'046719',1998,67
2,153,6,'046719',1998,67
3,154,6,'046719',1998,65
4,155,6,'046719',1998,62
5,156,6,'046719',1998,66
6,157,6,'046719',1998,67
7,158,6,'046719',1998,59
8,159,6,'046719',1998,65
9,160,6,'046719',1998,65
10,161,6,'046719',1998,63
11,162,6,'046719',1998,64
12,163,6,'046719',1998,62
13,164,6,'046719',1998,60
14,165,6,'046719',1998,69
15,166,6,'046719',1998,70
16,167,6,'046719',1998,69
17,168,6,'046719',1998,70
18,169,6,'046719',1998,70
19,170,6,'046719',1998,71
20,171,6,'046719',1998,70
21,172,6,'046719',1998,69
22,173,6,'046719',1998,68
23,174,6,'046719',1998,69
24,175,6,'046719',1998,68
25,176,6,'046719',1998,70
26,177,6,'046719',1998,71
27,178,6,'046719',1998,74
28,179,6,'046719',1998,75
29,180,6,'046719',1998,75
30,181,6,'046719',1998,75
1,182,7,'046719',1998,74
2,183,7,'046719',1998,72
3,184,7,'046719',1998,71
4,185,7,'046719',1998,71
5,186,7,'046719',1998,73
6,187,7,'046719',1998,79
7,188,7,'046719',1998,81
8,189,7,'046719',1998,78
9,190,7,'046719',1998,77
10,191,7,'046719',1998,78
11,192,7,'046719',1998,77
12,193,7,'046719',1998,77
13,194,7,'046719',1998,76
14,195,7,'046719',1998,76
15,196,7,'046719',1998,77
16,197,7,'046719',1998,85
17,198,7,'046719',1998,85
18,199,7,'046719',1998,85
19,200,7,'046719',1998,82
20,201,7,'046719',1998,77
21,202,7,'046719',1998,76
22,203,7,'046719',1998,75
23,204,7,'046719',1998,75
24,205,7,'046719',1998,75
25,206,7,'046719',1998,78
26,207,7,'046719',1998,83
27,208,7,'046719',1998,85
28,209,7,'046719',1998,84
29,210,7,'046719',1998,81
30,211,7,'046719',1998,75
31,212,7,'046719',1998,74
1,213,8,'046719',1998,79
2,214,8,'046719',1998,80
3,215,8,'046719',1998,83
4,216,8,'046719',1998,85
5,217,8,'046719',1998,80
6,218,8,'046719',1998,77
7,219,8,'046719',1998,79
8,220,8,'046719',1998,83
9,221,8,'046719',1998,84
10,222,8,'046719',1998,88
11,223,8,'046719',1998,84
12,224,8,'046719',1998,85
13,225,8,'046719',1998,84
14,226,8,'046719',1998,83
15,227,8,'046719',1998,80
16,228,8,'046719',1998,79
17,229,8,'046719',1998,75
18,230,8,'046719',1998,75
19,231,8,'046719',1998,73
20,232,8,'046719',1998,75
21,233,8,'046719',1998,81
22,234,8,'046719',1998,85
23,235,8,'046719',1998,87
24,236,8,'046719',1998,84
25,237,8,'046719',1998,80
26,238,8,'046719',1998,79
27,239,8,'046719',1998,80
28,240,8,'046719',1998,81
29,241,8,'046719',1998,90
30,242,8,'046719',1998,91
31,243,8,'046719',1998,89
1,244,9,'046719',1998,89
2,245,9,'046719',1998,89
3,246,9,'046719',1998,88
4,247,9,'046719',1998,85
5,248,9,'046719',1998,76
6,249,9,'046719',1998,78
7,250,9,'046719',1998,. 
8,251,9,'046719',1998,77
9,252,9,'046719',1998,75
10,253,9,'046719',1998,76
11,254,9,'046719',1998,73
12,255,9,'046719',1998,74
13,256,9,'046719',1998,73
14,257,9,'046719',1998,74
15,258,9,'046719',1998,73
16,259,9,'046719',1998,72
17,260,9,'046719',1998,73
18,261,9,'046719',1998,71
19,262,9,'046719',1998,72
20,263,9,'046719',1998,75
21,264,9,'046719',1998,68
22,265,9,'046719',1998,68
23,266,9,'046719',1998,67
24,267,9,'046719',1998,65
25,268,9,'046719',1998,69
26,269,9,'046719',1998,65
27,270,9,'046719',1998,67
28,271,9,'046719',1998,68
29,272,9,'046719',1998,65
30,273,9,'046719',1998,67
1,274,10,'046719',1998,68
2,275,10,'046719',1998,67
3,276,10,'046719',1998,68
4,277,10,'046719',1998,67
5,278,10,'046719',1998,72
6,279,10,'046719',1998,75
7,280,10,'046719',1998,74
8,281,10,'046719',1998,72
9,282,10,'046719',1998,69
10,283,10,'046719',1998,68
11,284,10,'046719',1998,68
12,285,10,'046719',1998,69
13,286,10,'046719',1998,69
14,287,10,'046719',1998,65
15,288,10,'046719',1998,65
16,289,10,'046719',1998,64
17,290,10,'046719',1998,67
18,291,10,'046719',1998,68
19,292,10,'046719',1998,70
20,293,10,'046719',1998,70
21,294,10,'046719',1998,68
22,295,10,'046719',1998,71
23,296,10,'046719',1998,74
24,297,10,'046719',1998,73
25,298,10,'046719',1998,67
26,299,10,'046719',1998,61
27,300,10,'046719',1998,62
28,301,10,'046719',1998,64
29,302,10,'046719',1998,62
30,303,10,'046719',1998,61
31,304,10,'046719',1998,62
1,305,11,'046719',1998,63
2,306,11,'046719',1998,62
3,307,11,'046719',1998,62
4,308,11,'046719',1998,65
5,309,11,'046719',1998,61
6,310,11,'046719',1998,. 
7,311,11,'046719',1998,59
8,312,11,'046719',1998,60
9,313,11,'046719',1998,58
10,314,11,'046719',1998,57
11,315,11,'046719',1998,56
12,316,11,'046719',1998,59
13,317,11,'046719',1998,63
14,318,11,'046719',1998,64
15,319,11,'046719',1998,60
16,320,11,'046719',1998,60
17,321,11,'046719',1998,60
18,322,11,'046719',1998,57
19,323,11,'046719',1998,60
20,324,11,'046719',1998,61
21,325,11,'046719',1998,63
22,326,11,'046719',1998,61
23,327,11,'046719',1998,60
24,328,11,'046719',1998,58
25,329,11,'046719',1998,61
26,330,11,'046719',1998,64
27,331,11,'046719',1998,60
28,332,11,'046719',1998,57
29,333,11,'046719',1998,53
30,334,11,'046719',1998,. 
1,335,12,'046719',1998,56
2,336,12,'046719',1998,56
3,337,12,'046719',1998,55
4,338,12,'046719',1998,53
5,339,12,'046719',1998,52
6,340,12,'046719',1998,48
7,341,12,'046719',1998,47
8,342,12,'046719',1998,50
9,343,12,'046719',1998,53
10,344,12,'046719',1998,52
11,345,12,'046719',1998,54
12,346,12,'046719',1998,59
13,347,12,'046719',1998,63
14,348,12,'046719',1998,58
15,349,12,'046719',1998,64
16,350,12,'046719',1998,67
17,351,12,'046719',1998,67
18,352,12,'046719',1998,63
19,353,12,'046719',1998,56
20,354,12,'046719',1998,52
21,355,12,'046719',1998,44
22,356,12,'046719',1998,44
23,357,12,'046719',1998,45
24,358,12,'046719',1998,49
25,359,12,'046719',1998,55
26,360,12,'046719',1998,58
27,361,12,'046719',1998,58
28,362,12,'046719',1998,61
29,363,12,'046719',1998,63
30,364,12,'046719',1998,63
31,365,12,'046719',1998,61
1,1,1,'046719',1999,56
2,2,1,'046719',1999,61
3,3,1,'046719',1999,61
4,4,1,'046719',1999,59
5,5,1,'046719',1999,61
6,6,1,'046719',1999,63
7,7,1,'046719',1999,55
8,8,1,'046719',1999,57
9,9,1,'046719',1999,59
10,10,1,'046719',1999,61
11,11,1,'046719',1999,62
12,12,1,'046719',1999,56
13,13,1,'046719',1999,54
14,14,1,'046719',1999,62
15,15,1,'046719',1999,64
16,16,1,'046719',1999,60
17,17,1,'046719',1999,58
18,18,1,'046719',1999,55
19,19,1,'046719',1999,55
20,20,1,'046719',1999,57
21,21,1,'046719',1999,58
22,22,1,'046719',1999,57
23,23,1,'046719',1999,57
24,24,1,'046719',1999,56
25,25,1,'046719',1999,49
26,26,1,'046719',1999,48
27,27,1,'046719',1999,49
28,28,1,'046719',1999,52
29,29,1,'046719',1999,55
30,30,1,'046719',1999,57
31,31,1,'046719',1999,55
1,32,2,'046719',1999,53
2,33,2,'046719',1999,58
3,34,2,'046719',1999,59
4,35,2,'046719',1999,58
5,36,2,'046719',1999,51
6,37,2,'046719',1999,56
7,38,2,'046719',1999,55
8,39,2,'046719',1999,57
9,40,2,'046719',1999,56
10,41,2,'046719',1999,50
11,42,2,'046719',1999,55
12,43,2,'046719',1999,57
13,44,2,'046719',1999,61
14,45,2,'046719',1999,58
15,46,2,'046719',1999,56
16,47,2,'046719',1999,54
17,48,2,'046719',1999,58
18,49,2,'046719',1999,56
19,50,2,'046719',1999,57
20,51,2,'046719',1999,62
21,52,2,'046719',1999,63
22,53,2,'046719',1999,60
23,54,2,'046719',1999,66
24,55,2,'046719',1999,66
25,56,2,'046719',1999,61
26,57,2,'046719',1999,57
27,58,2,'046719',1999,61
28,59,2,'046719',1999,64
1,60,3,'046719',1999,64
2,61,3,'046719',1999,65
3,62,3,'046719',1999,58
4,63,3,'046719',1999,57
5,64,3,'046719',1999,57
6,65,3,'046719',1999,57
7,66,3,'046719',1999,55
8,67,3,'046719',1999,55
9,68,3,'046719',1999,53
10,69,3,'046719',1999,51
11,70,3,'046719',1999,52
12,71,3,'046719',1999,54
13,72,3,'046719',1999,59
14,73,3,'046719',1999,58
15,74,3,'046719',1999,54
16,75,3,'046719',1999,51
17,76,3,'046719',1999,53
18,77,3,'046719',1999,58
19,78,3,'046719',1999,58
20,79,3,'046719',1999,59
21,80,3,'046719',1999,56
22,81,3,'046719',1999,57
23,82,3,'046719',1999,56
24,83,3,'046719',1999,56
25,84,3,'046719',1999,57
26,85,3,'046719',1999,56
27,86,3,'046719',1999,59
28,87,3,'046719',1999,59
29,88,3,'046719',1999,63
30,89,3,'046719',1999,60
31,90,3,'046719',1999,55
1,91,4,'046719',1999,50
2,92,4,'046719',1999,50
3,93,4,'046719',1999,54
4,94,4,'046719',1999,53
5,95,4,'046719',1999,52
6,96,4,'046719',1999,53
7,97,4,'046719',1999,50
8,98,4,'046719',1999,52
9,99,4,'046719',1999,52
10,100,4,'046719',1999,56
11,101,4,'046719',1999,61
12,102,4,'046719',1999,52
13,103,4,'046719',1999,57
14,104,4,'046719',1999,66
15,105,4,'046719',1999,70
16,106,4,'046719',1999,71
17,107,4,'046719',1999,77
18,108,4,'046719',1999,77
19,109,4,'046719',1999,76
20,110,4,'046719',1999,72
21,111,4,'046719',1999,67
22,112,4,'046719',1999,60
23,113,4,'046719',1999,58
24,114,4,'046719',1999,61
25,115,4,'046719',1999,60
26,116,4,'046719',1999,61
27,117,4,'046719',1999,63
28,118,4,'046719',1999,60
29,119,4,'046719',1999,55
30,120,4,'046719',1999,55
1,121,5,'046719',1999,58
2,122,5,'046719',1999,58
3,123,5,'046719',1999,55
4,124,5,'046719',1999,60
5,125,5,'046719',1999,65
6,126,5,'046719',1999,70
7,127,5,'046719',1999,69
8,128,5,'046719',1999,66
9,129,5,'046719',1999,61
10,130,5,'046719',1999,63
11,131,5,'046719',1999,65
12,132,5,'046719',1999,67
13,133,5,'046719',1999,67
14,134,5,'046719',1999,66
15,135,5,'046719',1999,64
16,136,5,'046719',1999,63
17,137,5,'046719',1999,69
18,138,5,'046719',1999,71
19,139,5,'046719',1999,69
20,140,5,'046719',1999,66
21,141,5,'046719',1999,63
22,142,5,'046719',1999,58
23,143,5,'046719',1999,62
24,144,5,'046719',1999,64
25,145,5,'046719',1999,67
26,146,5,'046719',1999,69
27,147,5,'046719',1999,69
28,148,5,'046719',1999,69
29,149,5,'046719',1999,68
30,150,5,'046719',1999,65
31,151,5,'046719',1999,65
1,152,6,'046719',1999,64
2,153,6,'046719',1999,61
3,154,6,'046719',1999,59
4,155,6,'046719',1999,56
5,156,6,'046719',1999,62
6,157,6,'046719',1999,67
7,158,6,'046719',1999,66
8,159,6,'046719',1999,65
9,160,6,'046719',1999,66
10,161,6,'046719',1999,65
11,162,6,'046719',1999,66
12,163,6,'046719',1999,70
13,164,6,'046719',1999,72
14,165,6,'046719',1999,78
15,166,6,'046719',1999,77
16,167,6,'046719',1999,72
17,168,6,'046719',1999,71
18,169,6,'046719',1999,73
19,170,6,'046719',1999,74
20,171,6,'046719',1999,74
21,172,6,'046719',1999,70
22,173,6,'046719',1999,72
23,174,6,'046719',1999,72
24,175,6,'046719',1999,73
25,176,6,'046719',1999,73
26,177,6,'046719',1999,75
27,178,6,'046719',1999,72
28,179,6,'046719',1999,72
29,180,6,'046719',1999,74
30,181,6,'046719',1999,74
1,182,7,'046719',1999,74
2,183,7,'046719',1999,79
3,184,7,'046719',1999,70
4,185,7,'046719',1999,75
5,186,7,'046719',1999,76
6,187,7,'046719',1999,76
7,188,7,'046719',1999,76
8,189,7,'046719',1999,77
9,190,7,'046719',1999,79
10,191,7,'046719',1999,82
